COMID,Lat,Lon
8000182,50.50563912,95.96650036
8000183,50.47073315,91.03769009
8000184,50.47476248,91.19435046
8000185,50.46750269,91.00561772
8000186,50.47934688,92.27459784
8000187,50.47896151,93.83443037
8000188,50.47484097,96.23925064
8000189,50.45657971,95.94838302
8000190,50.49670586,95.91204634
8000191,50.45681503,96.01562374
8000192,50.47348822,96.1073623
8000193,50.44596394,91.38192552
8000194,50.44414637,95.92379914
8000195,50.44276924,94.63490188
8000196,50.44076029,91.40543863
8000197,50.45103855,91.40636148
8000198,50.44783547,95.78824941
8000199,50.43562502,94.61687499
8000200,50.47187204,93.52045388
8000201,50.4348715,95.85833469
8000202,50.46097604,92.49650632
8000203,50.47308195,92.57310781
8000204,50.43891507,89.95344876
8000205,50.43415414,93.03495915
8000206,50.51359093,93.26327005
8000207,50.42138215,92.59308798
8000208,50.4624574,92.63305914
8000209,50.45517949,96.40372998
8000210,50.45136583,91.26956431
8000211,50.42397073,91.56791657
8000212,50.47555965,91.58885426
8000213,50.44831913,94.95830602
8000214,50.46099978,94.40731036
8000215,50.50684023,93.51835785
8000216,50.40298032,91.05895471
8000217,50.40605592,91.10706118
8000218,50.41068745,93.05884444
8000219,50.39923864,93.07243809
8000220,50.41390752,93.46971145
8000221,50.42485341,95.60281346
8000222,50.40586021,95.71453071
8000223,50.39547566,93.08193348
8000224,50.39025721,92.24047104
8000225,50.39068103,92.27343035
8000226,50.38798668,92.21098096
8000227,50.38846494,92.22658937
8000228,50.40886262,90.23581178
8000229,50.38125,94.87333332
8000230,50.39521021,91.14163498
8000231,50.382722,94.85013793
8000232,50.38898908,92.14109099
8000233,50.38894023,95.03458617
8000234,50.39989017,90.01595519
8000235,50.37692583,92.18638463
8000236,50.41979914,95.13088273
8000237,50.38111484,95.54846201
8000238,50.37921503,95.5875735
8000239,50.3778684,92.09135528
8000240,50.37207633,92.13799524
8000241,50.40172178,91.44592333
8000242,50.36926864,95.0432663
8000243,50.4942925,91.96525556
8000244,50.40268303,93.25181313
8000245,50.38410685,93.31275993
8000246,50.4304366,94.23880574
8000247,50.36363357,95.0411732
8000248,50.35145834,95.04708332
8000249,50.36708145,90.44533206
8000250,50.3802766,93.85115228
8000251,50.36546888,94.86608844
8000252,50.35744801,95.56629394
8000253,50.37060415,91.75512023
8000254,50.42439815,91.88012246
8000255,50.34402124,93.72367833
8000256,50.34282353,94.86644241
8000257,50.34178345,93.78330515
8000258,50.38916879,96.13521
8000259,50.3442372,96.24640934
8000260,50.3458155,93.96161595
8000261,50.38762276,95.96701506
8000262,50.33486363,93.88657315
8000263,50.35446199,89.57535315
8000264,50.33444186,94.84544516
8000265,50.35512901,91.0436902
8000266,50.33477229,95.06555955
8000267,50.33235274,90.43887661
8000268,50.33145217,90.31288994
8000269,50.31626701,93.62096726
8000270,50.33233769,95.6926442
8000271,50.31601894,95.83788242
8000272,50.32260633,89.54588623
8000273,50.31589031,95.10576075
8000274,50.3329294,91.40578824
8000275,50.34821144,95.39107683
8000276,50.35668906,89.70552491
8000277,50.3178286,96.24445627
8000278,50.32434271,95.45855219
8000279,50.31168923,89.6030392
8000280,50.31533672,93.97497862
8000281,50.33591829,94.09448277
8000282,50.3038122,91.60340452
8000283,50.33500655,91.55480667
8000284,50.32808902,92.09649133
8000285,50.30835255,95.08615304
8000286,50.30167355,89.65082488
8000287,50.32736127,93.53761589
8000288,50.28939296,93.37938933
