COMID,Lat,Lon,Elev_m
3000001,45.403210665000074,141.77319830200008,0.0
3000002,45.377040571000066,142.07889674000012,0.0
3000003,45.39132847500008,141.84272463900004,0.0
3000004,45.37624482900003,141.7577332610001,0.0
3000005,45.33518065900006,142.12840711900003,0.0
3000006,45.30960015800008,142.13175543600005,0.0
3000007,45.30647976400007,142.17918574700002,0.0
3000008,45.345629090000045,141.79429835200006,0.0
3000009,45.29229004800004,141.83971755900006,0.0
3000010,45.279583358000025,142.2254166670001,0.0
3000011,45.28628939500004,142.13964608600008,0.0
3000012,45.25426190400003,141.6360520080001,0.0
3000013,45.25369737300008,141.84119045900002,0.0
3000014,45.24699414400004,142.14923992400009,0.0
3000015,45.15643470500004,142.30227426500005,0.0
3000016,45.18675400600006,141.79378530400004,0.0
3000017,45.14459875500006,141.64267496900004,0.0
3000018,45.14325238300006,141.66876723300004,0.0
3000019,45.20416243600005,142.17848093700002,0.0
3000020,45.12708333900008,142.38375000100007,0.0
3000021,45.13967184300003,142.345337835,0.0
3000022,45.12387103200007,142.09102130000008,0.0
3000023,45.12699182700004,141.72825513400005,0.0
3000024,45.115481216000035,141.77120425900011,0.0
3000025,45.116801803000044,142.12073022700008,0.0
3000026,45.13219126600006,142.28189214600002,0.0
3000027,45.10020984000005,142.3738399560001,0.0
3000028,45.08558484100007,141.81668241500006,0.0
3000029,45.06416999600003,142.31745416900003,0.0
3000030,45.05238087200007,142.38551890200006,0.0
3000031,45.02679292300007,142.05240158900006,0.0
3000032,45.02621622600003,142.07989468000005,0.0
3000033,45.02659542600003,142.2666057990001,0.0
3000034,44.98660846300004,141.87618837200012,0.0
3000035,45.00829735000008,142.2985370460001,0.0
3000036,45.049611577000064,141.69291138100004,0.0
3000037,44.98768497700007,141.80214453700012,0.0
3000038,44.96818078800004,141.7405282410001,0.0
3000039,44.97300934300006,141.86999011500006,0.0
3000040,44.96552685700004,141.88287634000005,0.0
3000041,44.95986546700004,141.7440754590001,0.0
3000042,44.96158227500007,142.04858222600012,0.0
3000043,44.98113028900008,142.07120302300007,0.0
3000044,44.95775613300003,141.72435482000003,0.0
3000045,44.92206895000004,142.57076258100005,0.0
3000046,44.92704324300007,141.8963602980001,0.0
3000047,44.92958224900008,142.31491166800004,0.0
3000048,44.90829959700005,141.96822979400008,0.0
3000049,44.92102883800004,142.02364073800004,0.0
3000050,44.89152966100005,142.5889030070001,0.0
3000051,44.88480279200007,142.54380468700003,0.0
3000052,44.92722207800006,142.23025245400004,0.0
3000053,44.86671949500004,142.2172277530001,0.0
3000054,44.87393673400004,142.47605593900005,0.0
3000055,44.86748707300006,142.54050633400004,0.0
3000056,44.85067847200003,142.49814260900007,0.0
3000057,44.860355611000045,142.25383608900006,0.0
3000058,44.84495879200006,142.48307733100012,0.0
3000059,44.84035902800008,142.4608121230001,0.0
3000060,44.83185446300007,142.4581359780001,0.0
3000061,44.86562177600007,141.926490682,0.0
3000062,44.82147114600008,142.41904285700002,0.0
3000063,44.82437299600008,141.76404943700004,0.0
3000064,44.82829187200008,142.48828464500002,0.0
3000065,44.77230664800004,141.78462434000005,0.0
3000066,44.76375000000007,142.58854166700007,0.0
3000067,44.80378818500003,142.62775259700004,0.0
3000068,44.762102877000075,142.60230206800009,0.0
3000069,44.754012654000064,141.83743356200011,0.0
3000070,44.828847833000054,142.054543856,0.0
3000071,44.78677228000004,142.397961677,0.0
3000072,44.75015114400003,142.2542816550001,0.0
3000073,44.73623249900004,142.13330410800006,0.0
3000074,44.72650964700006,142.23655648400006,0.0
3000075,44.728811620000045,142.5590424390001,0.0
3000076,44.707981103000066,142.2621537670001,0.0
3000077,44.68681103700004,142.26999242800002,0.0
3000078,44.69828078000006,142.20787502100006,0.0
3000079,44.69176867900006,142.73198859700005,0.0
3000080,44.70648200900007,142.673443936,0.0
3000081,44.69033633000004,142.03848510400007,0.0
3000082,44.694037765000076,142.57792953700005,0.0
3000083,44.662820201000045,142.2585217290001,0.0
3000084,44.650571315000036,142.2843507660001,0.0
3000085,44.631632323000076,141.813749088,0.0
3000086,44.60605095200003,142.28661917400007,0.0
3000087,44.62358833600007,142.2842255600001,0.0
3000088,44.613843545000066,142.9061466280001,0.0
3000089,44.59454798200005,142.30318606900005,0.0
3000090,44.61636695000004,142.04857591500001,0.0
3000091,44.56688278100006,141.79383044000008,0.0
3000092,44.56468905100007,142.29361743000004,0.0
3000093,44.55221479100004,142.988743504,0.0
3000094,44.554548606000026,142.5772624970001,0.0
3000095,44.54400613400003,142.5809027250001,0.0
3000096,44.52756153800004,142.72432540700004,0.0
3000097,44.60057712300005,142.79534870600003,0.0
3000098,44.54377650400005,142.91868569200005,0.0
3000099,44.58909590500008,142.11542693100012,0.0
3000100,44.54438165600004,142.32546863200002,0.0
3000101,44.53254091400004,142.36127992900003,0.0
3000102,44.51000000100004,142.32500000000005,0.0
3000103,44.62864773000007,141.91581069400002,0.0
3000104,44.505416816000036,142.32958333300007,0.0
3000105,44.50349909800008,143.06969735500002,0.0
3000106,44.49958928400008,142.33741173700002,0.0
3000107,44.516297921000046,141.78989014500007,0.0
3000108,44.49924168600006,141.98243535500012,0.0
3000109,44.51874337800007,142.51525736600001,0.0
3000110,44.48878771300008,142.47381050100012,0.0
3000111,44.49858256500005,142.7120720580001,0.0
3000112,44.48314927400003,142.29680855000004,0.0
3000113,44.47869583700003,142.41429210800004,0.0
3000114,44.45359830600006,142.37660786700008,0.0
3000115,44.471884319000026,141.99235304900003,0.0
